,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1.2246467991473532e-16,0.06342391965656484,0.12659245357374938,0.1892512443604105,0.2511479871810793,0.31203344569848734,0.3716624556603276,0.4297949120891718,0.4861967361004687,0.5406408174555978,0.5929079290546404,0.6427876096865395,0.6900790114821119,0.7345917086575334,0.776146464291757,0.8145759520503358,0.8497254299495143,0.8814533634475821,0.9096319953545184,0.9341478602651068,0.9549022414440739,0.9718115683235417,0.984807753012208,0.9938384644612541,0.998867339183008,0.9998741276738751,0.9968547759519423,0.9898214418809327,0.9788024462147787,0.963842158559942,0.9450008187146685,0.9223542941045814,0.8959937742913359,0.8660254037844385,0.8325698546347713,0.795761840530832,0.7557495743542583,0.7126941713788627,0.6667690005162916,0.6181589862206051,0.5670598638627707,0.5136773915734062,0.4582265217274104,0.4009305354066135,0.34202014332566877,0.2817325568414295,0.2203105327865407,0.15800139597334975,0.09505604330418231,0.03172793349806753,-0.031727933498067976,-0.09505604330418276,-0.1580013959733502,-0.2203105327865407,-0.28173255684142995,-0.34202014332566877,-0.4009305354066139,-0.4582265217274104,-0.5136773915734065,-0.5670598638627707,-0.6181589862206054,-0.6667690005162916,-0.712694171378863,-0.7557495743542583,-0.7957618405308322,-0.8325698546347713,-0.8660254037844389,-0.895993774291336,-0.9223542941045815,-0.9450008187146685,-0.9638421585599422,-0.9788024462147787,-0.9898214418809327,-0.9968547759519423,-0.9998741276738751,-0.998867339183008,-0.9938384644612541,-0.9848077530122081,-0.9718115683235415,-0.9549022414440739,-0.9341478602651068,-0.9096319953545181,-0.8814533634475819,-0.8497254299495143,-0.8145759520503358,-0.7761464642917565,-0.7345917086575331,-0.6900790114821119,-0.6427876096865395,-0.5929079290546401,-0.5406408174555974,-0.4861967361004687,-0.4297949120891718,-0.37166245566032713,-0.31203344569848696,-0.2511479871810793,-0.18925124436040963,-0.12659245357374893,-0.0634239196565644,-1.2246467991473532e-16
1,1.2221811889329982e-16,0.06329622678687497,0.12633758200848746,0.18887022037741452,0.2506423450294487,0.3114052214207036,0.3709141788938294,0.42892959588039825,0.4852178647723846,0.5395523325775547,0.5917142135710683,0.6414934702683763,0.6886896591720362,0.7331127378869345,0.7745838303539346,0.8129359471206357,0.8480146577489587,0.8796787126520164,0.9078006118563444,0.9322671183992961,0.9529797142943242,0.9698549972281408,0.9828250163923978,0.9918375460976079,0.9968562960675645,0.9978610575674751,0.9948477847774038,0.9878286110833604,0.9768318002204374,0.9619016324647235,0.9430982263322616,0.920497296503002,0.8941898489445099,0.8642818144630534,0.8308936221576353,0.7941597144945146,0.7542280059548474,0.7112592874352748,0.665426578799734,0.616914432189531,0.5659181888970057,0.5126431927950904,0.45730396349001,0.40012333252653937,0.3413315461240217,0.28116533805610444,0.21986697640738986,0.1576832880453615,0.09486466473570841,0.03166405490305738,-0.03166405490305783,-0.09486466473570886,-0.15768328804536194,-0.21986697640738986,-0.2811653380561049,-0.3413315461240217,-0.40012333252653975,-0.45730396349001,-0.5126431927950907,-0.5659181888970057,-0.6169144321895313,-0.665426578799734,-0.7112592874352751,-0.7542280059548474,-0.7941597144945148,-0.8308936221576353,-0.8642818144630539,-0.89418984894451,-0.9204972965030022,-0.9430982263322616,-0.9619016324647236,-0.9768318002204374,-0.9878286110833604,-0.9948477847774038,-0.9978610575674751,-0.9968562960675645,-0.9918375460976079,-0.9828250163923979,-0.9698549972281407,-0.9529797142943242,-0.9322671183992961,-0.9078006118563441,-0.8796787126520161,-0.8480146577489587,-0.8129359471206357,-0.7745838303539341,-0.7331127378869342,-0.6886896591720362,-0.6414934702683763,-0.591714213571068,-0.5395523325775544,-0.4852178647723846,-0.42892959588039825,-0.37091417889382894,-0.3114052214207032,-0.2506423450294487,-0.18887022037741366,-0.12633758200848702,-0.06329622678687452,-1.2221811889329982e-16
2,1.2147942864320454e-16,0.06291366235192318,0.12557399359053972,0.1877286826775261,0.24912745461703847,0.30952307822479114,0.368672361640774,0.42633713157704256,0.482285192357484,0.5362912608878557,0.5881378737912903,0.6376162630565656,0.6845271966731986,0.7286817808684377,0.7699022207158135,0.8080225360525578,0.8428892298231375,0.8743619061577212,0.9023138356967942,0.9266324658855619,0.9472198741833633,0.9639931623631804,0.9768847903135409,0.9858428479987084,0.9908312644820753,0.9918299531710935,0.9888348926988934,0.9818581431169086,0.9709277973333055,0.956087867992757,0.9373981102530573,0.9149337811721904,0.8887853366747199,0.8590580673177066,0.8258716743227971,0.7893597875816507,0.7496694275755315,0.7069604133757186,0.6614047191085145,0.6131857814761345,0.562497761121851,0.5095447608136093,0.45454000359421975,0.39770497420741785,0.33926852725697554,0.2794659656899816,0.21853809331492577,0.15673024516974854,0.09429129964423615,0.0314726763345835,-0.03147267633458394,-0.09429129964423658,-0.15673024516974898,-0.21853809331492577,-0.27946596568998205,-0.33926852725697554,-0.39770497420741824,-0.45454000359421975,-0.5095447608136097,-0.562497761121851,-0.6131857814761348,-0.6614047191085145,-0.7069604133757189,-0.7496694275755315,-0.7893597875816509,-0.8258716743227971,-0.8590580673177071,-0.88878533667472,-0.9149337811721905,-0.9373981102530573,-0.9560878679927571,-0.9709277973333055,-0.9818581431169086,-0.9888348926988934,-0.9918299531710935,-0.9908312644820753,-0.9858428479987084,-0.976884790313541,-0.9639931623631803,-0.9472198741833633,-0.9266324658855619,-0.9023138356967939,-0.874361906157721,-0.8428892298231375,-0.8080225360525578,-0.7699022207158129,-0.7286817808684374,-0.6845271966731986,-0.6376162630565656,-0.58813787379129,-0.5362912608878554,-0.482285192357484,-0.42633713157704256,-0.36867236164077355,-0.30952307822479075,-0.24912745461703847,-0.18772868267752524,-0.12557399359053928,-0.06291366235192274,-1.2147942864320454e-16
3,1.202515836093704e-16,0.062277766803665285,0.12430476302096138,0.18583122783016404,0.2466094158728681,0.3063945948371092,0.3649460309080039,0.42202795811786,0.4774105276925132,0.5308707335712199,0.5821933103733523,0.6311716001961128,0.6776083847529665,0.7213166795020775,0.7621204865670608,0.7998555034183152,0.8343697844613198,0.8655243528679153,0.8931937601869386,0.9172665914808612,0.937645913954418,0.954249667268763,0.9670109939694908,0.975878508698008,0.9808165051022371,0.9818050996134933,0.9788403115105979,0.9719340789488381,0.9611142108892281,0.946424275121639,0.9279234228326856,0.905686150424775,0.879801999545387,0.8503751965344631,0.8175242327417219,0.7813813874038136,0.7420921950025219,0.6998148592487708,0.6547196160521191,0.6069880480408342,0.5568123533927383,0.5043945719209799,0.44994577153101745,0.3936851983246554,0.3358393937733781,0.2766412825157963,0.21632923445234073,0.15514610491380038,0.09333825676862316,0.03115456840659524,-0.031154568406595678,-0.0933382567686236,-0.15514610491380082,-0.21632923445234073,-0.2766412825157967,-0.3358393937733781,-0.3936851983246558,-0.44994577153101745,-0.5043945719209803,-0.5568123533927383,-0.6069880480408344,-0.6547196160521191,-0.6998148592487712,-0.7420921950025219,-0.7813813874038138,-0.8175242327417219,-0.8503751965344636,-0.8798019995453871,-0.9056861504247751,-0.9279234228326856,-0.9464242751216391,-0.9611142108892281,-0.9719340789488381,-0.9788403115105979,-0.9818050996134933,-0.9808165051022371,-0.975878508698008,-0.9670109939694909,-0.9542496672687629,-0.937645913954418,-0.9172665914808612,-0.8931937601869383,-0.8655243528679151,-0.8343697844613198,-0.7998555034183152,-0.7621204865670602,-0.7213166795020772,-0.6776083847529665,-0.6311716001961128,-0.582193310373352,-0.5308707335712196,-0.4774105276925132,-0.42202795811786,-0.3649460309080035,-0.3063945948371088,-0.2466094158728681,-0.18583122783016318,-0.12430476302096095,-0.06227776680366485,-1.202515836093704e-16
4,1.185395278903885e-16,0.061391100669038766,0.12253500104328922,0.1831854962163038,0.2430983680502344,0.3020323685560813,0.3597501913141949,0.41601942702347494,0.47061349933159563,0.5233125771780104,0.5739044599760421,0.6221854320697537,0.6679610830249915,0.71104709045159,0.7512699622045796,0.7884677349758231,0.8224906264630928,0.8532016384905375,0.8804771086519825,0.9042072082557949,0.9242963845662612,0.9406637455607285,0.9532433856532303,0.9619846510730197,0.9668523438294263,0.9678268634417418,0.9649042858634381,0.9580963792829177,0.9474305567371719,0.9329497657291568,0.9147123152933568,0.8927916412058824,0.8672760102845185,0.8382681649694023,0.80588490961548,0.7702566401625931,0.7315268190770533,0.6898513976789223,0.6453981881810908,0.5983461879687227,0.5488848588399635,0.4972133641101461,0.44353976665141615,0.3880801910969774,0.3310579535834767,0.27270266253573683,0.21324929411467144,0.15293724605121536,0.09200937367615908,0.030711012027444418,-0.030711012027444848,-0.09200937367615951,-0.15293724605121578,-0.21324929411467144,-0.2727026625357372,-0.3310579535834767,-0.3880801910969777,-0.44353976665141615,-0.49721336411014644,-0.5488848588399635,-0.5983461879687231,-0.6453981881810908,-0.6898513976789227,-0.7315268190770533,-0.7702566401625933,-0.80588490961548,-0.8382681649694027,-0.8672760102845186,-0.8927916412058825,-0.9147123152933568,-0.9329497657291569,-0.9474305567371719,-0.9580963792829177,-0.9649042858634381,-0.9678268634417418,-0.9668523438294263,-0.9619846510730197,-0.9532433856532304,-0.9406637455607284,-0.9242963845662612,-0.9042072082557949,-0.8804771086519821,-0.8532016384905373,-0.8224906264630928,-0.7884677349758231,-0.7512699622045791,-0.7110470904515896,-0.6679610830249915,-0.6221854320697537,-0.5739044599760418,-0.52331257717801,-0.47061349933159563,-0.41601942702347494,-0.3597501913141945,-0.3020323685560809,-0.2430983680502344,-0.18318549621630298,-0.1225350010432888,-0.06139110066903834,-1.185395278903885e-16
5,1.1635015533037968e-16,0.06025723423962447,0.1202718338643808,0.17980214126335997,0.2386084488995166,0.2964539645273204,0.35310576467155197,0.4083357325279308,0.46192147650897175,0.5136472257364182,0.5633046988744114,0.6106939428049211,0.6556241377683767,0.6979143657274937,0.7373943388603523,0.7739050852493573,0.8072995890050404,0.83744338224716,0.8642150865593937,0.8875069017373824,0.9072250398621053,0.9232901029507282,0.9356374026642573,0.9442172207846484,0.9489950094125243,0.9499515300793712,0.9470829312140614,0.9404007636517718,0.9299319341228464,0.9157185969088896,0.8978179841023535,0.8763021751531003,0.8512578066298977,0.822785723365535,0.7910005723902735,0.7560303412887195,0.7180158428389938,0.677110148009373,0.6334779695955262,0.5872949989802199,0.5387471986861309,0.48803005357039925,0.4353477836761064,0.38091252191023695,0.3249434598593364,0.26766596518235136,0.2093106741346119,0.1501125628770301,0.09031000131003619,0.0301437932421194,-0.030143793242119823,-0.09031000131003661,-0.1501125628770305,-0.2093106741346119,-0.26766596518235175,-0.3249434598593364,-0.38091252191023733,-0.4353477836761064,-0.4880300535703996,-0.5387471986861309,-0.5872949989802202,-0.6334779695955262,-0.6771101480093733,-0.7180158428389938,-0.7560303412887196,-0.7910005723902735,-0.8227857233655353,-0.8512578066298978,-0.8763021751531004,-0.8978179841023535,-0.9157185969088897,-0.9299319341228464,-0.9404007636517718,-0.9470829312140614,-0.9499515300793712,-0.9489950094125243,-0.9442172207846484,-0.9356374026642574,-0.9232901029507282,-0.9072250398621053,-0.8875069017373824,-0.8642150865593934,-0.8374433822471599,-0.8072995890050404,-0.7739050852493573,-0.7373943388603518,-0.6979143657274933,-0.6556241377683767,-0.6106939428049211,-0.563304698874411,-0.5136472257364179,-0.46192147650897175,-0.4083357325279308,-0.3531057646715515,-0.2964539645273201,-0.2386084488995166,-0.17980214126335917,-0.12027183386438038,-0.06025723423962405,-1.1635015533037968e-16
6,1.1369228175991778e-16,0.05888073319534255,0.11752437445969484,0.17569478654759396,0.23315773774044565,0.2896818450149876,0.345039505741056,0.39900781415704906,0.45136945893275304,0.5019135982053731,0.5504367085652967,0.5967434045730347,0.6406472255074228,0.6819713861771393,0.7205494887722714,0.7562261928895697,0.7888578410334242,0.8183130370738967,0.84447317533256,0.8672329181657041,0.8865006201218495,0.9021986969656342,0.9142639380821465,0.922647761003762,0.9273164070345934,0.928251077184844,0.9254480078677048,0.9189184860539901,0.9086888038234897,0.894800152496043,0.877308456768633,0.8562841495263689,0.8318118882341169,0.8039902140507688,0.7729311550387746,0.738759775066674,0.7016136702210394,0.6616424147555974,0.6190069588085023,0.573878980312934,0.526440193710656,0.47688161825209086,0.4254028088292205,0.3722110524384651,0.317520533509112,0.26155147145821106,0.20452923394471048,0.1466834293934327,0.08824698244299002,0.029455196040472365,-0.029455196040472774,-0.08824698244299042,-0.14668342939343312,-0.20452923394471048,-0.2615514714582115,-0.317520533509112,-0.3722110524384654,-0.4254028088292205,-0.47688161825209113,-0.526440193710656,-0.5738789803129343,-0.6190069588085023,-0.6616424147555977,-0.7016136702210394,-0.7387597750666742,-0.7729311550387746,-0.8039902140507692,-0.831811888234117,-0.856284149526369,-0.877308456768633,-0.8948001524960432,-0.9086888038234897,-0.9189184860539901,-0.9254480078677048,-0.928251077184844,-0.9273164070345934,-0.922647761003762,-0.9142639380821466,-0.902198696965634,-0.8865006201218495,-0.8672329181657041,-0.8444731753325597,-0.8183130370738966,-0.7888578410334242,-0.7562261928895697,-0.720549488772271,-0.6819713861771389,-0.6406472255074228,-0.5967434045730347,-0.5504367085652964,-0.5019135982053728,-0.45136945893275304,-0.39900781415704906,-0.34503950574105563,-0.2896818450149872,-0.23315773774044565,-0.17569478654759316,-0.11752437445969442,-0.05888073319534214,-1.1369228175991778e-16
7,1.1057660949779105e-16,0.05726714022007087,0.11430368587855531,0.17087997093678087,0.2267681826630646,0.28174327895418155,0.33558389450048437,0.3880732321458785,0.43899993585345004,0.48815894176163194,0.535352303903996,0.5803899912677988,0.6230906529817968,0.6632823485522007,0.7008032402063568,0.7355022445563384,0.7672396409584257,0.7958876341188241,0.8213308686802071,0.8434668937170271,0.8622065752692328,0.8774744552532676,0.8892090553051387,0.8973631243320913,0.9019038287760816,0.902812884822927,0.9000866320247725,0.8937360480394224,0.8837867044271868,0.870278663683233,0.8532663179200584,0.8328181698496496,0.80901655694724,0.7819573199073563,0.7517494167271693,0.7185144839710943,0.6823863469832777,0.6435104810201684,0.6020434254730055,0.558152153538938,0.5120133998788942,0.4638129489694768,0.41374488701444984,0.36201082042809507,0.3088190640373401,0.2543838022714706,0.19892422671703233,0.14266365351067037,0.08582862412386848,0.02864799316039824,-0.028647993160398642,-0.08582862412386888,-0.14266365351067076,-0.19892422671703233,-0.25438380227147106,-0.3088190640373401,-0.36201082042809546,-0.41374488701444984,-0.4638129489694771,-0.5120133998788942,-0.5581521535389383,-0.6020434254730055,-0.6435104810201686,-0.6823863469832777,-0.7185144839710945,-0.7517494167271693,-0.7819573199073566,-0.8090165569472401,-0.8328181698496497,-0.8532663179200584,-0.8702786636832331,-0.8837867044271868,-0.8937360480394224,-0.9000866320247725,-0.902812884822927,-0.9019038287760816,-0.8973631243320913,-0.8892090553051388,-0.8774744552532675,-0.8622065752692328,-0.8434668937170271,-0.8213308686802068,-0.7958876341188239,-0.7672396409584257,-0.7355022445563384,-0.7008032402063562,-0.6632823485522005,-0.6230906529817968,-0.5803899912677988,-0.5353523039039957,-0.4881589417616316,-0.43899993585345004,-0.3880732321458785,-0.335583894500484,-0.28174327895418116,-0.2267681826630646,-0.1708799709367801,-0.11430368587855491,-0.05726714022007047,-1.1057660949779105e-16
8,1.0701568425654206e-16,0.055422952683213275,0.11062273669715657,0.16537708199402637,0.21946551215051646,0.27267023214856173,0.32477700535900383,0.37557601619688574,0.4248627149747572,0.47243864155207344,0.5181122244641337,0.5616995523127586,0.6030251143125764,0.6419225070110145,0.678235104336268,0.7118166882752129,0.7425320376417383,0.7702574725647363,0.7948813525032914,0.816304525783736,0.8344407288484453,0.8492169336087376,0.8605736415032126,0.8684651230774585,0.8728596021204251,0.8737393836160103,0.8711009249946448,0.8649548503979694,0.8553259078991661,0.8422528698512023,0.8257883767642498,0.8059987253409296,0.7829636015228894,0.7567757596236405,0.7275406488396763,0.695375988643773,0.6604112947702238,0.6227873577006857,0.5826556757506045,0.5401778450389655,0.4955249087977593,0.448876668641253,0.40042096056835186,0.3503528986133246,0.2988740891904542,0.24619181929616096,0.19251822183743103,0.13806942144746812,0.08306466422807822,0.027725434922997876,-0.02772543492299826,-0.08306466422807861,-0.1380694214474685,-0.19251822183743103,-0.24619181929616132,-0.2988740891904542,-0.3503528986133249,-0.40042096056835186,-0.4488766686412533,-0.4955249087977593,-0.5401778450389658,-0.5826556757506045,-0.622787357700686,-0.6604112947702238,-0.6953759886437733,-0.7275406488396763,-0.756775759623641,-0.7829636015228895,-0.8059987253409298,-0.8257883767642498,-0.8422528698512023,-0.8553259078991661,-0.8649548503979694,-0.8711009249946448,-0.8737393836160103,-0.8728596021204251,-0.8684651230774585,-0.8605736415032127,-0.8492169336087375,-0.8344407288484453,-0.816304525783736,-0.7948813525032912,-0.7702574725647361,-0.7425320376417383,-0.7118166882752129,-0.6782351043362674,-0.6419225070110143,-0.6030251143125764,-0.5616995523127586,-0.5181122244641335,-0.47243864155207316,-0.4248627149747572,-0.37557601619688574,-0.32477700535900345,-0.2726702321485614,-0.21946551215051646,-0.1653770819940256,-0.11062273669715618,-0.05542295268321289,-1.0701568425654206e-16
9,1.0302384462531087e-16,0.05335559647708616,0.10649634879868394,0.15920827791089245,0.21127913147952312,0.26249923855533897,0.31266235384496277,0.3615664881878827,0.40901472189550875,0.45481599767725933,0.4987858899608355,0.5407473475089116,0.5805314063419759,0.6179778700966437,0.6529359550798708,0.6852648974216679,0.7148345198815231,0.7415257560262055,0.7652311296682651,0.7858551876347095,0.8033148841232406,0.8175399150983902,0.8284730013810572,0.8360701192915463,0.840300677917387,0.8411476422921428,0.8386076019892069,0.8326907848543882,0.8234210158219848,0.8108356209801827,0.7949852772720734,0.7759338084374893,0.7537579280173302,0.728546930455209,0.7004023315402442,0.6694374596388054,0.6357769993611811,0.5995564895006594,0.5609217772666459,0.5200284310094254,0.47704111380132447,0.4321329203966339,0.38548468024012794,0.33728422933071056,0.28772565387214577,0.2370085087564141,0.1853370140265971,0.13291923255483884,0.0799662322465971,0.026691236144682086,-0.026691236144682457,-0.07996623224659748,-0.1329192325548392,-0.1853370140265971,-0.2370085087564145,-0.28772565387214577,-0.3372842293307109,-0.38548468024012794,-0.4321329203966342,-0.47704111380132447,-0.5200284310094256,-0.5609217772666459,-0.5995564895006598,-0.6357769993611811,-0.6694374596388055,-0.7004023315402442,-0.7285469304552094,-0.7537579280173303,-0.7759338084374894,-0.7949852772720734,-0.8108356209801828,-0.8234210158219848,-0.8326907848543882,-0.8386076019892069,-0.8411476422921428,-0.840300677917387,-0.8360701192915463,-0.8284730013810573,-0.8175399150983901,-0.8033148841232406,-0.7858551876347095,-0.7652311296682649,-0.7415257560262053,-0.7148345198815231,-0.6852648974216679,-0.6529359550798703,-0.6179778700966434,-0.5805314063419759,-0.5407473475089116,-0.4987858899608352,-0.45481599767725905,-0.40901472189550875,-0.3615664881878827,-0.3126623538449624,-0.26249923855533863,-0.21127913147952312,-0.15920827791089173,-0.10649634879868357,-0.053355596477085786,-1.0302384462531087e-16
